,ground_truth,type,file
0,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/img2.jpg
1,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_584.jpg
2,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_624.jpg
3,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_520.jpg
4,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_576.jpg
5,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_528.jpg
6,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/img1.jpg
7,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_632.jpg
8,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_608.jpg
9,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_560.jpg
10,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_568.jpg
11,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_600.jpg
12,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_552.jpg
13,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_616.jpg
14,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_544.jpg
15,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_592.jpg
16,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_536.jpg
17,20,test,/home/almudenaramirez607/Final_project/dataset/test/20/d20_top_640.jpg
18,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color289.jpg
19,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color161.jpg
20,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color233.jpg
21,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color087.jpg
22,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color209.jpg
23,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color185.jpg
24,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color217.jpg
25,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color201.jpg
26,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color153.jpg
27,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color169.jpg
28,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color145.jpg
29,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color257.jpg
30,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color241.jpg
31,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color273.jpg
32,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color265.jpg
33,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color177.jpg
34,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color193.jpg
35,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color225.jpg
36,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color281.jpg
37,7,test,/home/almudenaramirez607/Final_project/dataset/test/7/d20_color249.jpg
38,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0769.jpg
39,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood1005.jpg
40,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0745.jpg
41,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color689.jpg
42,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0601.jpg
43,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color753.jpg
44,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0593.jpg
45,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color769.jpg
46,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_696.jpg
47,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0753.jpg
48,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color705.jpg
49,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_752.jpg
50,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color601.jpg
51,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0737.jpg
52,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0379.jpg
53,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0989.jpg
54,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0681.jpg
55,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0785.jpg
56,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0673.jpg
57,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color681.jpg
58,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0689.jpg
59,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0761.jpg
60,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color761.jpg
61,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_672.jpg
62,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0973.jpg
63,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color657.jpg
64,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_712.jpg
65,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0625.jpg
66,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color617.jpg
67,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0455.jpg
68,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color713.jpg
69,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0617.jpg
70,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0657.jpg
71,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0833.jpg
72,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0841.jpg
73,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0713.jpg
74,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_736.jpg
75,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color745.jpg
76,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0729.jpg
77,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0387.jpg
78,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0817.jpg
79,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0981.jpg
80,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0395.jpg
81,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_776.jpg
82,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0825.jpg
83,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0447.jpg
84,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_656.jpg
85,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0609.jpg
86,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0665.jpg
87,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0463.jpg
88,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0793.jpg
89,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_704.jpg
90,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color633.jpg
91,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color737.jpg
92,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0777.jpg
93,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0965.jpg
94,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color721.jpg
95,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color697.jpg
96,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0957.jpg
97,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0353.jpg
98,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color593.jpg
99,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0721.jpg
100,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood1013.jpg
101,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color641.jpg
102,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color673.jpg
103,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_760.jpg
104,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color625.jpg
105,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0403.jpg
106,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_680.jpg
107,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0371.jpg
108,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0697.jpg
109,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0949.jpg
110,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_744.jpg
111,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color777.jpg
112,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0439.jpg
113,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_720.jpg
114,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0633.jpg
115,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color665.jpg
116,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color609.jpg
117,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color729.jpg
118,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0585.jpg
119,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_648.jpg
120,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_664.jpg
121,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0345.jpg
122,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_color649.jpg
123,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0641.jpg
124,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0705.jpg
125,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_728.jpg
126,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_688.jpg
127,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0411.jpg
128,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_top_768.jpg
129,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_wood0997.jpg
130,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0649.jpg
131,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0801.jpg
132,15,test,/home/almudenaramirez607/Final_project/dataset/test/15/d20_off-angle_0809.jpg
133,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_128.jpg
134,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0583.jpg
135,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0479.jpg
136,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_040.jpg
137,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0511.jpg
138,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_088.jpg
139,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_120.jpg
140,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_152.jpg
141,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0495.jpg
142,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_048.jpg
143,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_072.jpg
144,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_096.jpg
145,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_112.jpg
146,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0551.jpg
147,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_008.jpg
148,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0487.jpg
149,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0559.jpg
150,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_032.jpg
151,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0519.jpg
152,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_080.jpg
153,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_064.jpg
154,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_000.jpg
155,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0567.jpg
156,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_056.jpg
157,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0535.jpg
158,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_104.jpg
159,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_136.jpg
160,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0543.jpg
161,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0471.jpg
162,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0527.jpg
163,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_024.jpg
164,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_144.jpg
165,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_016.jpg
166,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0503.jpg
167,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0591.jpg
168,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_top_160.jpg
169,9,test,/home/almudenaramirez607/Final_project/dataset/test/9/d20_wood0575.jpg
170,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1301.jpg
171,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1269.jpg
172,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1261.jpg
173,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1333.jpg
174,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1293.jpg
175,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1349.jpg
176,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1341.jpg
177,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1317.jpg
178,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1309.jpg
179,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1277.jpg
180,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1357.jpg
181,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1325.jpg
182,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1253.jpg
183,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1245.jpg
184,14,test,/home/almudenaramirez607/Final_project/dataset/test/14/d20_wood1285.jpg
185,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0401.jpg
186,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1221.jpg
187,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1173.jpg
188,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0377.jpg
189,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0457.jpg
190,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1165.jpg
191,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1189.jpg
192,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0369.jpg
193,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0385.jpg
194,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0393.jpg
195,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1237.jpg
196,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1133.jpg
197,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1197.jpg
198,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0489.jpg
199,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0513.jpg
200,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0545.jpg
201,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0473.jpg
202,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1157.jpg
203,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0481.jpg
204,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0569.jpg
205,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1213.jpg
206,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0441.jpg
207,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_off-angle_0433.jpg
208,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1117.jpg
209,5,test,/home/almudenaramirez607/Final_project/dataset/test/5/d20_wood1141.jpg
